	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c66587	0	0	44	8	20	0	0	0	0	-1	0	0	0	13	-1	0	4	0	0	0	0	0	32	0	0	0	-1	0	38	15
c66592	48	-1	44	48	0	0	-1	0	0	-1	-1	1	14	24	-1	0	4	0	0	2	0	0	7	0	0	0	-1	0	38	-1
c66597	0	48	0	2	38	0	0	-1	-1	0	-1	0	-1	0	-1	0	0	32	35	0	0	0	48	0	0	0	0	-1	21	0
c66605	0	2	44	0	0	0	0	15	13	-1	0	-1	0	13	0	43	-1	-1	0	0	23	0	9	0	41	33	-1	0	38	15
c66607	0	0	-1	0	26	-1	28	0	0	20	0	-1	0	-1	-1	39	0	15	0	10	-1	-1	19	14	24	-1	0	15	8	23
c66610	0	13	44	0	0	0	0	0	0	9	24	37	-1	-1	-1	0	4	-1	0	13	-1	0	5	0	0	0	0	-1	-1	15
c66612	-1	0	-1	-1	-1	50	7	-1	0	22	-1	-1	-1	0	0	-1	12	-1	0	0	0	0	0	0	-1	-1	12	23	50	47
c66630	35	0	-1	0	0	0	0	0	0	13	0	-1	-1	0	0	-1	1	0	0	0	19	0	-1	0	-1	0	0	10	0	7
c66634	0	13	0	19	11	0	0	0	1	-1	22	-1	36	0	33	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	0	0
c66677	-1	0	2	0	-1	0	0	0	-1	0	-1	0	0	30	32	-1	-1	0	0	0	-1	0	0	50	48	0	0	18	2	0
c66686	0	0	0	-1	0	0	50	-1	0	22	0	-1	0	0	0	49	-1	5	15	5	0	-1	-1	-1	21	-1	0	2	49	30
c66695	19	0	44	-1	0	0	0	32	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	35	0	2	13	-1	-1	15
c66759	0	0	43	0	32	0	0	-1	-1	-1	0	-1	0	0	0	49	30	0	0	0	0	-1	32	13	-1	0	0	0	-1	0
c66789	-1	0	0	-1	-1	-1	0	-1	0	-1	0	-1	0	0	0	49	-1	-1	0	0	0	0	-1	32	21	0	-1	47	0	0
c66800	0	0	-1	-1	0	0	0	0	24	0	12	-1	32	0	0	32	-1	0	0	0	0	0	19	32	24	0	-1	-1	0	-1
c66803	0	-1	0	0	-1	0	-1	0	0	-1	7	0	-1	-1	13	0	0	0	-1	0	15	0	-1	49	24	-1	-1	-1	-1	-1
c66814	19	-1	44	0	41	0	32	0	20	-1	9	0	0	-1	0	0	-1	0	-1	0	0	0	0	-1	50	0	13	-1	-1	-1
c66818	35	-1	41	25	0	0	0	-1	0	0	0	13	-1	0	0	0	1	0	0	32	29	-1	-1	0	-1	0	0	10	0	0
c66827	0	0	34	0	0	32	0	-1	-1	0	0	-1	0	-1	26	-1	-1	-1	0	0	-1	-1	36	0	21	0	0	0	-1	50
c66835	0	0	0	14	-1	0	0	-1	-1	0	0	-1	48	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	23	43	0	-1
c66842	0	-1	49	15	0	-1	0	0	0	-1	-1	0	4	-1	-1	28	0	-1	19	10	0	0	-1	-1	24	0	0	0	0	0
c66856	0	-1	0	0	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	0	0	0	13	-1	13	0	0	0	0	-1	0	0	-1
c66861	20	0	44	-1	-1	0	23	0	0	0	-1	0	7	0	7	0	4	-1	0	-1	-1	7	0	32	-1	0	0	7	-1	15
c66868	0	-1	0	-1	-1	-1	47	0	32	0	47	13	-1	0	0	49	0	-1	0	10	-1	0	-1	0	-1	32	0	0	48	-1
c66874	-1	0	-1	0	0	0	22	0	0	2	0	0	0	0	-1	-1	4	36	0	13	50	0	46	-1	2	0	4	-1	-1	15
c66875	-1	0	44	-1	0	0	22	0	0	2	0	0	-1	0	-1	-1	-1	-1	0	13	50	0	46	-1	2	0	4	-1	38	15
c66884	25	0	0	0	0	16	-1	-1	0	0	-1	-1	0	0	0	49	7	0	-1	0	0	-1	-1	-1	21	0	-1	0	0	29
c66885	25	0	0	0	0	16	21	-1	0	-1	-1	-1	0	0	-1	49	-1	0	-1	0	0	-1	-1	-1	-1	-1	0	0	0	-1
c66888	0	0	44	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	0	0	0	39	0	0	-1	-1	38	-1
c66889	-1	0	44	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	4	0	36	12	0	0	0	39	0	-1	-1	-1	38	-1
c66890	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1	0	19	0	-1	-1	-1	-1	0	1	0	0	-1	-1	-1	-1	0	-1	0
c66892	1	-1	0	-1	0	0	7	-1	0	23	0	-1	-1	19	0	49	14	39	0	0	0	0	-1	0	21	0	0	-1	0	0
c66894	0	1	0	-1	12	0	0	-1	0	0	48	0	8	0	-1	0	0	0	0	0	0	0	0	0	24	39	2	20	0	0
c66927	0	-1	9	0	0	-1	15	0	-1	0	0	-1	0	0	-1	0	19	0	0	13	0	13	0	0	0	0	-1	0	0	-1
c66944	0	-1	8	8	-1	0	16	0	-1	0	-1	0	2	23	-1	-1	1	0	10	0	0	0	21	32	23	-1	0	0	34	0
c66958	0	2	-1	50	0	0	-1	0	-1	0	-1	0	14	-1	0	-1	4	-1	0	0	22	0	7	0	0	0	13	-1	38	15
c66968	0	-1	-1	0	0	0	-1	-1	0	26	0	0	0	0	0	-1	4	-1	0	0	0	-1	0	0	0	0	0	7	-1	15
c66989	0	14	0	-1	0	32	0	0	0	7	12	22	-1	0	0	49	0	-1	0	0	-1	0	0	0	-1	12	0	48	0	-1
c67000	-1	0	7	-1	-1	36	7	-1	-1	0	31	-1	0	0	0	49	-1	0	-1	-1	0	0	0	2	-1	-1	50	0	0	-1
c67002	-1	0	7	-1	-1	10	0	-1	0	12	0	-1	44	0	0	49	0	0	0	0	0	-1	2	-1	-1	0	0	-1	0	0
c67021	-1	-1	0	0	0	-1	0	0	0	4	-1	0	0	39	0	50	-1	0	-1	13	-1	0	0	48	50	-1	0	0	0	0
c67023	0	5	48	19	0	0	-1	0	0	-1	32	0	30	0	23	47	1	0	0	0	-1	15	0	35	0	0	0	32	0	0
c67025	0	0	0	32	-1	-1	29	0	0	20	-1	0	13	39	0	0	0	0	-1	10	0	-1	19	0	24	-1	41	0	0	12
c67030	-1	14	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	49	0	0	7	0	8	0	49	-1	21	0	0	48	-1	2
c67032	-1	0	0	19	0	0	-1	0	1	0	0	0	0	30	0	0	-1	-1	0	20	48	0	32	1	0	0	0	-1	0	0
c67036	-1	-1	0	0	13	-1	0	0	0	20	37	0	0	2	20	0	0	10	7	0	2	3	19	32	24	3	23	48	0	19
c67041	-1	23	0	0	25	0	0	0	32	-1	0	0	0	-1	0	49	22	0	0	13	16	0	34	29	20	17	16	19	-1	0
c67043	15	-1	44	0	0	15	0	0	2	19	-1	-1	0	-1	0	-1	4	-1	0	33	0	0	23	0	0	0	13	-1	-1	15
c67051	0	48	0	-1	38	-1	0	0	0	0	0	4	0	13	32	-1	-1	35	0	-1	0	0	0	-1	-1	0	0	0	-1	23
c67096	-1	13	0	19	0	0	0	-1	1	2	0	0	0	23	33	0	-1	-1	0	0	4	-1	0	0	0	0	1	-1	-1	0
c67114	-1	0	-1	-1	0	0	23	-1	49	0	0	-1	40	-1	23	0	38	21	-1	0	-1	0	19	0	24	23	0	8	-1	0
c67124	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	0	49	0	0	7	0	8	0	-1	0	21	0	0	48	0	2
c67126	0	14	0	2	0	0	-1	0	0	0	15	0	0	0	0	49	0	40	0	0	8	0	49	0	-1	-1	0	48	-1	0
c67130	-1	0	43	0	4	0	-1	-1	41	-1	0	-1	0	0	0	49	-1	-1	39	0	-1	0	-1	-1	-1	0	0	0	0	0
c67132	-1	0	-1	13	41	-1	0	0	15	0	0	1	-1	-1	-1	49	28	48	0	13	0	-1	-1	0	25	-1	16	19	-1	0
c67145	-1	0	44	19	0	-1	20	32	0	0	-1	23	14	24	-1	0	4	0	0	33	0	0	0	0	0	0	13	-1	38	15
c67150	0	0	-1	0	23	0	0	-1	20	-1	0	-1	-1	0	0	49	0	43	-1	0	0	32	0	0	21	48	0	0	-1	0
c67152	15	0	0	19	0	0	-1	0	-1	0	-1	0	0	0	-1	19	1	-1	0	0	22	21	0	-1	38	0	0	0	-1	9
c67170	0	0	8	0	0	-1	0	0	-1	4	-1	0	0	39	-1	0	0	0	-1	13	0	0	-1	48	-1	-1	0	0	0	0
c67183	-1	0	-1	-1	8	0	0	-1	10	0	-1	-1	0	0	32	49	0	36	0	23	0	10	-1	0	-1	0	-1	0	0	0
c67185	0	0	0	-1	38	39	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	8	0	0
c67190	-1	-1	-1	-1	0	0	0	32	-1	9	24	37	-1	0	0	0	4	0	0	-1	-1	0	-1	0	0	-1	0	7	-1	-1
c67197	-1	-1	0	7	-1	0	32	-1	21	-1	0	-1	9	0	48	49	-1	-1	0	22	50	0	48	21	21	-1	-1	7	0	-1
c67198	-1	35	-1	-1	0	0	0	0	38	36	23	0	48	0	-1	49	0	2	32	13	-1	0	0	0	0	48	-1	-1	-1	0
c67200	0	-1	44	0	-1	0	-1	7	-1	0	0	0	32	0	0	0	-1	-1	0	-1	0	0	0	0	-1	0	-1	0	38	15
c67209	0	0	-1	-1	-1	-1	7	-1	-1	0	0	-1	-1	-1	0	49	0	0	49	12	5	0	-1	-1	-1	0	0	0	0	-1
c67214	0	0	44	0	0	0	0	0	14	0	-1	32	0	-1	-1	-1	4	0	-1	-1	0	0	-1	39	0	0	13	-1	38	-1
c67215	-1	0	44	15	-1	0	0	0	14	-1	-1	-1	0	-1	0	0	4	0	0	12	0	0	0	39	0	0	13	-1	-1	-1
c67222	0	0	0	0	-1	19	0	0	0	0	0	0	-1	26	0	-1	23	8	45	13	0	0	0	0	-1	41	0	0	0	0
c67233	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	32	-1	1	-1	0	-1	0	-1	0	0	0	13	49	0	2	-1
c67234	0	21	43	0	0	-1	-1	-1	-1	0	0	-1	21	0	-1	49	0	9	-1	13	-1	0	-1	0	-1	0	-1	13	0	0
c67238	50	19	44	0	0	32	0	0	-1	-1	-1	0	14	24	0	-1	4	47	0	-1	19	0	7	0	-1	0	13	0	38	15
c67239	50	19	44	0	0	-1	0	0	-1	-1	-1	0	-1	24	0	32	4	47	0	0	-1	0	7	0	0	0	13	0	38	-1
c67248	0	0	-1	0	32	0	0	-1	0	0	8	-1	36	0	13	49	-1	0	0	43	0	-1	-1	13	-1	0	0	-1	10	0
c67258	-1	16	0	7	13	0	22	0	-1	-1	-1	36	22	0	0	49	0	0	2	13	-1	0	0	0	0	1	16	-1	-1	22
c67263	-1	-1	44	0	0	0	0	7	20	0	-1	-1	32	-1	0	-1	4	-1	7	0	0	-1	0	0	33	0	0	-1	-1	15
c67270	50	7	0	0	38	-1	0	0	0	27	0	-1	0	0	23	0	32	22	0	0	0	-1	0	0	36	0	-1	0	0	0
c67273	0	0	0	-1	0	0	-1	-1	12	-1	0	-1	22	-1	0	49	0	-1	0	17	25	-1	-1	0	21	0	0	26	0	0
c67275	0	10	22	0	23	-1	0	23	-1	20	19	0	-1	0	0	47	0	-1	0	0	48	0	-1	-1	24	-1	0	-1	0	0
c67288	-1	0	44	0	-1	39	-1	-1	1	9	24	-1	-1	0	40	0	4	32	0	13	0	0	0	0	17	0	0	7	38	-1
c67298	-1	10	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	48	-1	13	-1	0	0	-1	37	-1	0	47	0	0
c67299	14	10	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	48	-1	-1	-1	0	0	48	37	8	0	47	0	0
c67305	35	0	0	0	0	0	0	50	-1	0	0	-1	-1	0	0	-1	-1	32	0	0	0	-1	0	0	0	0	-1	10	16	0
c67318	0	1	0	0	0	0	2	7	0	0	0	0	0	21	-1	0	0	49	0	-1	22	-1	19	12	24	0	-1	0	0	0
c67332	-1	50	0	0	38	16	0	0	-1	0	8	-1	8	38	-1	-1	0	-1	0	38	0	2	0	0	-1	-1	0	0	0	0
c67350	0	0	0	15	0	-1	0	47	-1	-1	-1	0	4	36	-1	-1	0	0	19	10	-1	32	19	14	24	-1	0	-1	21	0
c67356	0	0	43	3	48	7	0	-1	0	0	0	-1	-1	0	0	49	0	0	-1	0	0	0	0	0	-1	0	32	0	-1	-1
c67364	8	0	44	0	-1	8	0	0	32	-1	-1	0	2	-1	0	32	-1	0	0	0	-1	1	9	0	0	33	0	0	38	15
c67371	14	10	0	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	48	-1	13	-1	0	0	-1	37	8	0	47	0	0
c67397	-1	0	8	-1	0	13	-1	0	-1	-1	-1	-1	-1	0	0	0	1	0	0	0	0	0	0	-1	-1	0	0	26	0	0
c67400	-1	-1	0	19	36	0	0	15	1	0	0	-1	0	0	33	0	-1	0	0	0	4	15	0	-1	34	26	0	0	-1	0
c67419	0	0	1	0	0	0	0	-1	0	0	0	-1	50	0	0	49	0	0	0	22	35	13	3	0	21	7	24	8	-1	-1
c67422	-1	-1	-1	0	0	0	0	-1	0	-1	0	-1	50	-1	0	-1	0	0	0	13	0	0	32	0	0	0	16	19	-1	0
c67430	-1	19	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	13	0	48	-1	13	-1	0	0	48	37	8	0	-1	0	0
c67444	-1	48	44	0	0	0	32	0	0	0	0	-1	0	-1	0	0	4	-1	1	0	48	0	0	0	7	15	-1	-1	38	15
c67456	0	0	0	0	0	11	0	0	-1	-1	0	-1	0	-1	0	0	0	22	-1	13	0	13	0	0	0	-1	-1	0	0	-1
c67458	3	0	44	0	0	-1	0	0	0	0	0	-1	0	13	-1	38	-1	0	0	32	-1	0	9	10	-1	-1	0	0	38	15
c67471	-1	22	-1	-1	38	0	0	0	0	47	23	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	23	0	0	0
c67472	25	0	0	0	0	16	-1	-1	0	0	0	-1	0	0	10	49	7	0	-1	-1	-1	0	0	-1	-1	0	-1	0	-1	-1
c67473	25	0	0	0	0	16	21	-1	0	0	0	-1	-1	0	-1	49	-1	0	-1	0	0	-1	0	-1	21	0	0	0	-1	-1
c67480	0	10	44	23	0	0	0	-1	-1	-1	0	0	0	-1	0	-1	4	-1	0	0	0	10	0	-1	0	0	-1	7	-1	15
c67481	0	10	-1	23	-1	0	-1	0	0	9	0	-1	0	0	0	-1	-1	-1	0	0	0	10	0	-1	0	0	-1	7	-1	-1
c67500	0	0	44	0	0	0	0	0	-1	0	-1	-1	0	-1	0	0	4	0	0	12	0	0	0	-1	0	0	13	-1	38	-1
c67508	0	0	-1	0	-1	0	0	32	-1	13	-1	-1	-1	0	0	0	0	-1	0	0	0	40	0	0	0	0	0	0	49	7
c67512	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	15	0	49	0	5	0	-1	0	30	0	0	21	-1	13	0	10	-1
c67513	0	-1	0	-1	0	-1	-1	-1	0	22	0	-1	-1	15	0	49	0	5	0	5	0	30	0	0	21	0	13	0	10	-1
c67523	0	23	-1	-1	0	-1	48	-1	0	0	0	-1	0	0	48	49	0	-1	0	0	-1	0	36	0	-1	0	0	0	0	50
c67570	15	1	-1	19	0	0	9	0	1	-1	0	0	-1	-1	0	0	1	-1	-1	-1	0	0	0	0	-1	0	-1	0	0	0
c67573	0	0	-1	0	0	0	0	7	-1	0	29	0	32	46	0	0	4	0	-1	0	-1	0	0	-1	0	0	0	0	38	-1
c67606	0	-1	0	32	-1	32	32	-1	0	19	0	-1	2	0	0	0	0	10	-1	0	-1	32	19	0	24	0	22	0	0	0
c67621	-1	48	-1	0	0	34	0	0	0	0	-1	0	-1	43	19	49	-1	0	-1	-1	2	0	0	0	0	0	16	-1	-1	23
c67622	14	0	-1	0	0	7	0	35	-1	-1	0	-1	0	0	0	0	4	0	1	0	48	-1	0	-1	0	-1	-1	-1	-1	15
c67635	35	-1	44	-1	0	0	0	-1	-1	19	0	0	-1	13	-1	-1	4	0	0	-1	0	0	-1	-1	-1	0	0	0	38	15
c67638	0	0	0	0	24	0	0	-1	0	0	-1	-1	13	-1	19	49	-1	48	50	0	10	0	-1	-1	-1	0	0	0	-1	0
c67639	0	0	0	0	24	-1	0	-1	0	0	-1	-1	13	0	19	49	-1	48	50	0	10	-1	7	-1	21	0	0	0	0	0
c67647	7	0	0	-1	0	22	22	0	17	44	-1	16	2	-1	-1	0	9	0	-1	0	0	0	-1	8	24	0	-1	0	0	0
c67661	20	33	-1	14	-1	0	0	0	38	7	-1	0	0	-1	-1	0	4	0	-1	0	32	-1	-1	-1	0	0	-1	-1	38	15
c67689	48	-1	-1	0	0	13	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	0	13	0	13	0	0	0	-1	-1	-1	0	-1
c67692	-1	16	0	-1	0	0	0	0	0	0	0	-1	0	7	0	49	0	0	0	13	0	0	0	0	0	1	16	19	-1	22
c67703	0	0	0	0	0	-1	0	0	0	4	-1	0	0	39	0	0	0	0	-1	13	43	0	0	48	0	0	0	0	0	0
c67745	-1	23	44	0	0	0	0	0	0	9	24	37	-1	-1	0	0	-1	0	41	13	-1	39	0	0	0	-1	14	-1	38	15
c67751	35	0	-1	49	0	0	0	0	0	32	0	0	-1	-1	0	50	-1	0	0	0	0	0	0	-1	0	15	-1	10	0	0
c67757	4	-1	44	0	0	0	27	32	0	-1	-1	32	14	24	-1	-1	-1	0	0	32	-1	0	0	0	-1	44	13	23	38	15
c67779	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	0	49	49	4	0	0	0	0	-1	-1	21	26	-1	47	-1	15
c67789	0	0	9	19	0	48	0	0	1	0	0	4	-1	0	0	0	-1	12	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1
c67794	-1	-1	0	11	0	-1	0	0	1	0	0	48	0	0	19	0	0	0	-1	33	0	0	0	22	24	1	2	-1	0	0
c67796	0	0	-1	0	-1	32	0	0	10	-1	-1	0	0	0	-1	-1	4	15	-1	0	-1	21	-1	-1	-1	32	0	-1	-1	15
c67797	0	0	44	0	39	32	0	0	10	-1	-1	-1	0	0	-1	-1	4	-1	-1	0	2	21	32	0	-1	32	0	7	38	15
c67832	0	0	43	24	32	0	-1	-1	0	0	0	-1	22	0	0	49	-1	0	0	0	0	43	10	0	-1	0	0	0	10	0
c67833	0	0	43	-1	32	0	-1	-1	0	0	0	-1	22	-1	0	49	0	0	-1	0	0	43	10	0	-1	0	0	0	10	0
c67858	0	13	0	-1	-1	0	0	36	-1	-1	22	7	36	0	-1	-1	-1	0	-1	48	10	0	0	0	0	-1	0	38	0	0
c67902	19	16	44	0	0	1	0	32	0	0	0	0	0	-1	0	13	4	0	-1	0	15	5	0	35	0	-1	-1	0	38	15
c67913	0	0	-1	0	-1	32	-1	0	32	0	0	0	0	0	0	0	4	0	0	-1	0	0	0	-1	0	-1	0	-1	38	-1
c67920	0	0	29	34	0	-1	0	0	8	-1	-1	0	0	0	0	0	1	0	0	15	0	-1	13	0	0	0	49	0	0	0
c67928	0	0	44	0	0	49	0	-1	-1	0	0	7	-1	0	0	0	-1	0	0	23	21	-1	0	0	-1	-1	0	-1	38	15
c67949	0	-1	44	0	-1	39	-1	-1	0	10	-1	0	14	24	-1	0	4	0	0	0	39	0	8	-1	0	0	-1	0	-1	15
c67959	-1	48	7	-1	-1	10	-1	-1	0	-1	0	-1	44	0	0	49	-1	-1	0	0	0	27	2	0	-1	0	0	-1	0	7
c67987	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	-1	30	0	0	0	0	0	0	13	-1	0	0	0	10	0
c67988	0	-1	0	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	19	13	19	0	0	7	-1	0	0	-1	-1	13
c68000	0	0	0	-1	-1	0	0	-1	22	-1	7	-1	-1	0	0	49	-1	0	0	-1	0	0	0	48	21	0	-1	14	0	0
c68011	-1	0	0	0	0	21	-1	0	0	0	0	-1	2	-1	2	0	-1	7	0	0	0	29	19	0	24	48	0	-1	0	0
c68023	0	12	44	-1	0	0	0	0	0	9	0	24	0	0	-1	-1	4	15	-1	0	0	0	0	0	0	0	0	7	38	15
c68025	39	-1	0	0	-1	0	32	-1	0	0	-1	-1	0	3	0	-1	-1	0	-1	-1	-1	17	36	-1	21	-1	-1	-1	0	-1
c68026	49	0	0	-1	0	0	0	-1	-1	48	0	-1	-1	0	0	-1	0	10	-1	-1	-1	0	36	0	21	0	32	-1	34	50
c68037	-1	0	0	15	0	0	-1	-1	-1	-1	29	0	49	-1	13	13	50	0	-1	2	-1	0	19	0	24	0	-1	0	-1	-1
c68050	-1	0	44	23	0	0	-1	0	0	0	-1	33	14	24	0	32	4	0	-1	8	0	-1	7	0	0	0	13	0	38	15
c68051	-1	0	44	23	0	0	0	0	0	0	-1	33	-1	24	0	32	4	0	-1	8	0	0	7	0	0	0	13	0	38	-1
c68059	-1	0	0	0	38	0	0	0	-1	0	0	-1	8	32	23	0	0	0	35	0	0	0	48	0	-1	0	0	0	0	-1
c68061	-1	0	47	-1	30	0	-1	-1	12	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	21	0	-1	0	7	0
c68073	-1	-1	0	5	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	1	0	-1	0	0	24	0	2	20	21	0
c68078	0	0	0	1	0	-1	0	0	24	-1	13	-1	0	32	0	-1	-1	-1	0	0	-1	0	19	-1	24	-1	0	-1	-1	-1
c68079	0	0	0	1	0	0	0	0	-1	-1	13	-1	0	32	-1	32	-1	-1	-1	0	-1	0	19	0	24	37	-1	29	-1	-1
c68091	0	0	-1	-1	23	0	0	-1	20	-1	0	-1	0	0	0	49	0	0	2	-1	0	0	15	28	21	3	50	0	0	0
c68092	0	-1	43	0	32	39	-1	-1	49	0	0	-1	0	0	-1	-1	0	34	39	0	0	0	0	0	-1	0	4	0	10	0
c68093	-1	0	-1	0	32	39	-1	-1	49	0	0	-1	0	0	47	49	0	34	39	0	-1	-1	0	0	-1	0	-1	-1	10	0
c68101	16	48	44	15	-1	0	0	0	48	0	-1	-1	0	0	0	8	4	0	1	0	0	0	0	12	0	0	0	-1	38	15
c68102	0	0	0	39	-1	-1	8	0	-1	-1	0	0	49	0	-1	0	0	0	0	0	0	0	19	0	24	-1	47	0	-1	-1
c68105	-1	-1	9	17	31	1	0	2	-1	0	0	7	0	0	0	43	0	0	-1	0	29	-1	0	0	24	47	2	20	0	0
c68107	30	0	0	25	13	-1	0	0	0	20	7	0	7	20	0	0	-1	0	0	0	22	0	19	32	24	0	-1	-1	-1	32
c68127	-1	0	-1	-1	36	0	0	0	0	-1	-1	0	5	47	0	0	1	44	0	-1	0	26	0	0	0	0	49	0	0	-1
c68129	0	0	0	-1	13	-1	0	0	0	20	-1	22	0	1	-1	0	0	-1	0	0	0	0	19	32	24	-1	-1	-1	0	0
c68137	0	-1	-1	0	0	0	-1	0	0	-1	48	0	49	0	0	-1	-1	0	0	-1	0	-1	-1	15	24	0	47	-1	-1	-1
c68138	0	0	0	0	0	0	0	7	14	0	-1	0	0	1	-1	49	48	-1	0	0	0	-1	0	15	21	-1	0	48	0	0
c68139	0	0	0	0	0	0	0	7	14	0	0	0	-1	1	15	49	48	-1	0	0	-1	0	0	15	21	0	0	48	0	0
c68186	0	-1	44	-1	0	0	0	0	-1	-1	-1	0	-1	0	0	-1	4	0	0	0	0	-1	0	-1	0	0	-1	7	-1	15
c68191	-1	0	12	0	0	1	-1	0	0	30	-1	0	50	0	0	49	0	-1	0	13	-1	-1	23	-1	0	0	-1	-1	-1	0
c68208	0	0	42	0	13	-1	8	0	0	-1	0	-1	0	7	0	0	0	7	-1	21	0	-1	19	32	24	0	19	1	-1	0
c68210	0	0	38	-1	0	12	39	-1	0	0	39	-1	-1	-1	0	49	-1	-1	0	0	0	19	-1	32	21	0	-1	-1	0	0
c68214	-1	0	44	0	0	30	0	0	0	0	13	32	4	0	0	0	-1	0	0	43	7	23	0	0	0	0	13	0	38	15
c68230	0	0	44	23	0	0	0	32	0	-1	0	0	-1	0	0	-1	4	0	0	0	0	10	0	-1	0	0	-1	7	-1	15
c68233	0	0	-1	19	19	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	36	0	32	0	0	-1	0	0	0	25	-1
c68241	-1	14	0	-1	0	-1	-1	15	-1	-1	0	0	49	0	13	0	0	0	-1	0	0	0	19	49	24	2	47	0	-1	-1
c68243	25	-1	0	0	48	-1	21	-1	0	0	0	-1	0	0	-1	-1	7	0	-1	38	-1	-1	0	-1	21	0	0	0	0	-1
c68246	-1	0	42	0	13	-1	8	0	0	20	-1	11	0	-1	0	0	0	7	-1	-1	0	0	19	32	24	20	0	-1	-1	0
c68259	50	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	-1	49	0	0	0	0	-1	30	36	0	21	48	0	0	0	50
c68274	0	0	0	-1	-1	0	-1	0	0	0	0	32	0	0	32	-1	-1	0	0	-1	-1	0	0	8	48	-1	0	7	2	0
c68292	11	-1	-1	0	0	-1	36	-1	0	22	0	-1	0	0	0	49	-1	-1	39	0	0	0	0	-1	21	-1	15	0	0	-1
c68293	11	0	-1	0	0	-1	36	-1	0	22	0	-1	0	0	0	49	21	5	39	-1	-1	0	0	0	21	0	15	0	0	0
c68298	2	0	44	-1	-1	0	33	0	2	0	0	40	0	13	9	0	4	0	0	0	0	0	19	0	0	0	0	0	38	15
c68311	0	0	0	-1	0	0	0	-1	0	22	0	-1	-1	22	0	49	0	5	0	0	0	-1	21	0	21	12	10	0	2	0
c68314	-1	0	-1	0	13	0	5	-1	23	0	19	-1	0	-1	-1	49	0	0	0	-1	-1	0	0	0	-1	22	0	0	-1	-1
c68336	0	0	44	-1	0	30	-1	12	33	0	0	15	-1	13	0	0	4	0	0	0	0	0	2	-1	12	0	0	0	-1	15
c68338	35	-1	-1	0	0	0	3	-1	14	19	0	0	0	13	9	-1	4	0	0	35	0	0	-1	0	0	0	0	0	38	-1
c68345	-1	-1	-1	0	0	0	0	41	0	0	32	0	8	31	0	49	-1	-1	-1	-1	15	0	34	0	0	0	16	19	-1	0
c68364	-1	0	44	0	36	0	-1	0	15	-1	15	0	0	0	23	-1	4	0	0	0	0	-1	0	0	0	0	-1	7	38	15
c68387	-1	0	-1	19	0	-1	0	0	1	0	0	41	0	-1	8	0	-1	0	7	0	48	0	32	0	-1	0	0	0	-1	0
c68398	0	0	7	50	13	-1	0	-1	0	20	-1	0	0	0	0	47	0	0	-1	0	-1	3	-1	32	24	-1	36	0	0	19
c68410	0	-1	-1	7	0	0	32	-1	21	0	0	33	0	-1	0	49	0	32	0	0	-1	0	0	0	-1	-1	0	15	0	0
c68414	24	-1	-1	0	23	-1	0	-1	0	-1	-1	-1	0	37	0	49	47	0	0	0	0	0	38	-1	21	0	0	8	-1	0
c68425	2	-1	44	-1	0	0	19	0	2	-1	0	-1	0	-1	9	0	-1	0	-1	-1	48	0	2	0	0	0	0	0	38	15
c68426	-1	23	44	-1	0	31	-1	0	-1	0	-1	0	14	-1	0	-1	4	0	0	-1	0	0	4	0	0	0	-1	36	38	-1
c68431	-1	0	0	0	0	-1	0	0	-1	0	0	-1	0	9	0	0	0	0	-1	13	0	0	-1	0	0	0	0	-1	50	14
c68458	0	0	0	0	-1	0	23	10	19	0	12	8	40	-1	0	9	0	13	0	0	-1	0	19	0	24	0	0	8	0	0
c68483	0	0	0	4	0	0	0	0	30	-1	0	0	0	0	32	-1	-1	0	0	0	0	32	-1	15	48	0	23	0	2	-1
